"Transcript","Condition_A","Condition_B"
"TR75473|c1_g3_i2",1.31,0.75
"TR179557|c0_g1_i1",0.56,0.61
"TR30426|c2_g1_i1",0.87,0
"TR149320|c0_g1_i1",0.17,0.31
"TR68496|c0_g1_i1",0.6,0.65
"TR155609|c0_g2_i6",0.24,0
"TR78506|c0_g1_i7",0.81,1.27
"TR9572|c1_g6_i1",1,0.66
"TR73553|c0_g1_i2",2,1.67
"TR64215|c0_g1_i5",2.35,0
"TR142650|c0_g1_i1",0.59,0.94
"TR26344|c0_g1_i1",2.83,2.65
"TR102408|c0_g1_i1",0.48,0.59
"TR80287|c0_g1_i1",0.51,1.12
"TR39200|c0_g1_i1",1.82,2.44
"TR172418|c0_g1_i1",0.9,1.97
"TR159225|c0_g1_i1",3.58,3.37
"TR68126|c0_g2_i1",0.12,0.54
"TR234289|c0_g1_i1",0.61,0.66
"TR237159|c0_g1_i1",0.9,0.65
"TR9568|c1_g3_i2",0.84,0.48
"TR188472|c0_g1_i1",0.43,0.22
"TR101122|c0_g1_i2",0.23,0
"TR81497|c0_g1_i1",0.37,0.8
"TR1333|c0_g1_i2",2.26,0.95
"TR88572|c0_g1_i1",2.15,0.86
"TR6104|c0_g1_i1",0.24,0.51
"TR81039|c4_g1_i5",0.44,0
"TR153625|c0_g1_i1",1.12,1.16
"TR23043|c0_g1_i1",0.76,1.3
"TR183722|c0_g1_i1",0.18,0.38
"TR79346|c0_g6_i2",0,0.28
"TR155973|c0_g1_i1",0.21,0.29
"TR138436|c0_g2_i1",1,0
"TR1907|c0_g1_i1",0.56,0
"TR103461|c0_g1_i1",5.96,8.32
"TR91409|c1_g1_i1",1.6,1.47
"TR79990|c0_g1_i7",0.38,0.46
"TR54824|c0_g1_i1",0.76,0.69
"TR205187|c0_g1_i1",0.26,0
"TR152388|c0_g3_i1",1.48,0.55
"TR81754|c0_g1_i2",0.16,0
"TR47657|c0_g1_i1",0.73,0.39
"TR30450|c0_g2_i1",2.77,3.73
"TR137410|c0_g1_i1",0.25,0.53
"TR4751|c1_g3_i1",0.99,0
"TR125057|c0_g1_i1",1.03,1.33
"TR11119|c1_g8_i1",1.04,1.79
"TR127839|c0_g2_i2",0.74,0
"TR103322|c0_g2_i1",0.5,1.09
"TR91694|c0_g1_i1",0.3,0.65
"TR71213|c0_g1_i1",1.46,1.53
"TR72810|c0_g1_i2",2.39,1.66
"TR49211|c0_g2_i1",0.33,0.42
"TR30387|c0_g1_i3",0.6,0.43
"TR59556|c0_g1_i3",1.14,1.22
"TR25306|c0_g3_i6",0.1,0.21
"TR186849|c0_g1_i1",0.64,0.27
"TR195589|c0_g1_i1",0.43,0.23
"TR28763|c3_g1_i10",2.46,2.62
"TR76428|c0_g1_i1",0.52,1.14
"TR63704|c0_g1_i5",2.44,2.09
"TR210823|c0_g1_i1",0.58,1.25
"TR66339|c0_g3_i2",0.46,0.29
"TR186309|c0_g1_i1",0.61,0.67
"TR193005|c0_g1_i1",0.51,0.36
"TR2391|c4_g2_i1",1.28,1.12
"TR129011|c0_g2_i1",2.32,0
"TR119120|c0_g1_i1",0.53,0.49
"TR44903|c1_g2_i2",0.19,0
"TR10340|c0_g1_i1",0.85,0
"TR236119|c0_g1_i1",0.73,0.31
"TR175387|c0_g1_i1",0.77,0.84
"TR111402|c0_g1_i1",0,0.75
"TR132880|c0_g1_i1",0.32,0.43
"TR53333|c0_g2_i1",1.01,1.37
"TR144370|c0_g1_i2",0.81,0.9
"TR75760|c0_g1_i2",1.23,0.37
"TR120190|c0_g1_i1",1.68,1.82
"TR27745|c0_g1_i1",0.68,1.48
"TR99431|c0_g1_i1",1.25,1.17
"TR91615|c0_g2_i1",0.61,0
"TR191442|c0_g1_i1",0.54,0.61
"TR162116|c0_g1_i1",0.33,0.54
"TR29592|c0_g1_i1",0.28,0.61
"TR49392|c1_g3_i1",5.42,5.6
"TR164866|c0_g1_i1",0.34,0
"TR219044|c0_g1_i1",0.55,0.6
"TR146535|c1_g1_i1",0,1.55
"TR80538|c0_g1_i1",0.58,0
"TR8557|c0_g1_i1",0.95,1.04
"TR11116|c6_g1_i3",0.16,0
"TR8232|c0_g1_i6",0.32,0.63
"TR43849|c0_g1_i1",0.25,0
"TR72717|c3_g1_i2",0.7,0.42
"TR38444|c0_g1_i3",0.22,0
"TR20268|c0_g1_i2",0.05,0
"TR86103|c0_g1_i1",0.39,0.42
"TR231441|c0_g1_i1",1.11,2.4
"TR192921|c0_g1_i1",1.15,1.23
"TR63639|c12_g1_i1",0.99,1.13
"TR76901|c0_g4_i2",2.21,2.48
"TR46797|c1_g1_i1",2.33,1.89
"TR103703|c0_g1_i1",2.19,1.9
"TR131059|c0_g2_i1",0.97,0.62
"TR12607|c0_g1_i1",0.95,2.08
"TR69307|c0_g1_i1",1.2,1.83
"TR192514|c0_g1_i1",0.73,1.05
"TR122003|c0_g1_i1",0.47,0
"TR88562|c0_g1_i1",0.4,0.84
"TR155696|c0_g1_i1",1.28,0
"TR136821|c0_g1_i2",0.31,0.67
"TR9368|c0_g1_i1",0.65,0
"TR123602|c0_g1_i1",0.56,0.26
"TR93256|c0_g1_i1",0.6,0.43
"TR53043|c0_g1_i1",0.56,0
"TR149675|c0_g1_i1",1.19,1.88
"TR159629|c0_g1_i1",0.99,1.25
"TR88280|c0_g2_i1",0.52,0
"TR97658|c0_g1_i1",1.53,1.45
"TR73541|c3_g19_i1",0.6,0.66
"TR42897|c0_g3_i2",3.83,4.42
"TR135206|c0_g1_i2",0.86,1.4
"TR59007|c0_g1_i1",1.59,0.57
"TR60378|c0_g1_i6",0.52,0.32
"TR172871|c0_g1_i1",0.69,0.81
"TR136716|c0_g1_i1",0.46,0
"TR51402|c0_g1_i2",0.36,0.49
"TR212505|c0_g1_i1",0.68,0.55
"TR118675|c0_g1_i1",1.28,1.69
"TR7129|c0_g1_i1",0.49,0.26
"TR235440|c0_g1_i1",1.21,1.96
"TR86035|c0_g1_i1",0.25,0.53
"TR1883|c0_g1_i1",0.73,0.7
"TR150099|c0_g1_i1",1.01,1.65
"TR146611|c0_g1_i1",0.96,0.52
"TR123177|c0_g1_i1",1.75,1.76
"TR86626|c1_g1_i1",0.7,0.74
"TR189015|c0_g1_i1",1.35,2.2
"TR224378|c0_g1_i1",0.63,0
"TR215366|c0_g1_i1",0.18,0
"TR118508|c0_g1_i1",0.76,0.98
"TR212710|c0_g1_i1",0.94,0
"TR640|c0_g1_i1",0.31,0
"TR72712|c0_g1_i9",2.54,3.77
"TR3078|c0_g1_i1",0,1.46
"TR189048|c0_g1_i1",0.62,0.27
"TR90763|c0_g2_i1",0.45,0.6
"TR144627|c0_g1_i1",0.36,0
"TR175897|c0_g1_i1",0.48,0
"TR20528|c0_g2_i1",1.23,1.4
"TR63225|c0_g1_i1",0.4,0.43
"TR21280|c0_g1_i1",0.46,0.28
"TR73550|c0_g3_i12",0.57,0.61
"TR82017|c4_g10_i1",3.19,1.99
"TR149571|c0_g1_i1",40,43.05
"TR37061|c0_g1_i1",0.72,1.57
"TR146890|c0_g1_i1",0.37,0
"TR179908|c0_g1_i1",0.48,0.6
"TR20337|c0_g2_i17",0,0.06
"TR37928|c0_g1_i1",0.95,0.82
"TR238722|c0_g1_i1",0.62,0.66
"TR157466|c0_g1_i1",2.41,2.38
"TR42076|c1_g4_i1",4.07,4.55
"TR129109|c0_g2_i1",0.6,0.53
"TR2733|c0_g1_i1",2.17,0.47
"TR42134|c0_g1_i3",0.29,0
"TR231518|c0_g1_i1",0.25,0
"TR158296|c0_g1_i2",1.28,0.96
"TR71396|c1_g6_i1",0.03,0.05
"TR118042|c0_g2_i1",0.33,0.5
"TR65962|c0_g2_i2",0.55,0.61
"TR171087|c0_g1_i1",0.64,1.06
"TR77378|c0_g1_i2",0.91,0.66
"TR18088|c0_g2_i1",0.94,0
"TR152051|c0_g2_i1",0.29,0.41
"TR91622|c0_g1_i1",0.48,0
"TR21109|c0_g2_i1",0.39,0.16
"TR46188|c0_g1_i1",0.52,0.61
"TR36341|c0_g1_i1",0.26,0
"TR62949|c0_g1_i2",0.47,0.5
"TR154961|c0_g1_i1",0.65,1.42
"TR194500|c0_g1_i1",0.99,0.33
"TR112173|c0_g1_i1",1.43,2.42
"TR56631|c1_g1_i1",0.77,0
"TR101019|c0_g1_i1",0.3,0
"TR195985|c0_g1_i1",0.56,0.38
"TR131096|c0_g2_i1",0.44,0.75
"TR63662|c0_g2_i8",0.52,0.42
"TR155108|c0_g1_i1",0.53,0.28
"TR118832|c0_g2_i1",0.22,0.41
"TR178612|c0_g1_i1",0.76,0
"TR204262|c0_g1_i1",0.65,0
"TR521|c0_g1_i1",0.78,0
"TR39040|c0_g3_i1",0.63,0.72
"TR155972|c0_g1_i1",1.09,1.87
"TR146932|c0_g1_i1",0.6,1.29
"TR188800|c0_g1_i1",0.27,0
"TR19776|c1_g2_i2",1.67,2.22
"TR3310|c9_g29_i1",0.34,0.76
"TR3350|c3_g3_i1",0.89,0.99
"TR29321|c0_g1_i1",1.07,2.79
"TR49778|c0_g1_i1",0.83,0.49
"TR161918|c0_g2_i1",0.16,0
"TR105193|c0_g1_i1",0.5,1.09
"TR88137|c0_g2_i1",2,0
"TR135189|c0_g2_i1",0.46,0
"TR75588|c0_g1_i1",0.32,0.35
"TR238524|c0_g1_i1",0.78,0.28
"TR218359|c0_g1_i1",0.45,0.98
"TR130976|c0_g1_i1",0.23,0.32
"TR203739|c0_g1_i1",0.54,0
"TR21044|c1_g2_i1",0,0.04
"TR95966|c0_g1_i1",1.54,1.55
"TR102934|c0_g1_i1",0.63,0.48
"TR108387|c0_g3_i1",0.31,0
"TR74501|c4_g9_i1",0.22,0.22
"TR233305|c0_g1_i1",1.25,0.91
"TR106268|c0_g1_i1",0.61,0.44
"TR55917|c2_g1_i1",3.97,1.09
"TR10631|c0_g1_i1",0,0.26
"TR45721|c0_g1_i1",2.72,2.97
"TR223605|c0_g1_i1",0.03,0.92
"TR160439|c0_g1_i1",1.03,1.14
"TR234099|c0_g1_i1",0.81,0
"TR8228|c2_g1_i4",2.6,2.93
"TR82464|c0_g1_i1",0.63,0.67
"TR38141|c0_g2_i1",1.52,0.71
"TR125623|c0_g1_i1",0.39,0.69
"TR228033|c0_g1_i1",0.17,0
"TR136068|c0_g3_i1",0.84,0.65
"TR103775|c0_g1_i1",1.23,0.24
"TR180742|c0_g1_i1",0.73,0
"TR88910|c0_g1_i1",0.81,1.37
"TR232955|c0_g1_i1",0.65,1.42
"TR107695|c0_g2_i1",1.06,1.22
"TR227303|c0_g1_i1",0.61,0.66
"TR160663|c0_g1_i1",0.36,0.44
"TR210357|c0_g1_i1",0.86,0
"TR209736|c0_g1_i1",0.7,0.76
"TR228179|c0_g1_i1",0.58,1.25
"TR222175|c0_g1_i1",0.83,0.6
"TR127688|c0_g1_i1",0.54,0.51
"TR13330|c0_g2_i1",0.49,0.31
"TR63711|c0_g7_i1",0.91,0.7
"TR18338|c2_g3_i3",0.4,0
"TR63706|c1_g1_i3",0.86,0.91
"TR32864|c0_g1_i1",0.47,0
"TR101627|c0_g2_i1",1.29,0
"TR202672|c0_g1_i1",0.59,0
"TR81584|c1_g2_i1",0.52,0.56
"TR116287|c0_g1_i1",0.26,0.56
"TR73585|c0_g3_i1",2.36,1.06
"TR22307|c0_g1_i1",0.19,0
"TR63711|c0_g2_i1",1.79,1.56
"TR31699|c0_g2_i5",0.46,0
"TR22768|c3_g3_i1",16.62,17.22
"TR186802|c0_g1_i1",0.78,0
"TR167870|c0_g1_i1",0.61,0.78
"TR39947|c0_g1_i2",1.83,1.58
"TR221652|c0_g1_i1",1.06,0.52
"TR162708|c0_g2_i1",0.96,1.29
"TR40001|c11_g2_i2",0.15,0
"TR53991|c0_g1_i1",0.48,0
"TR158355|c0_g2_i1",272.66,258.03
"TR57830|c0_g1_i1",1.2,0.87
"TR106227|c0_g2_i1",0.45,0.98
"TR211448|c0_g1_i1",1.19,1.27
"TR186952|c0_g1_i1",0.24,0
"TR169809|c0_g1_i1",0.75,0
"TR25325|c0_g2_i6",4.03,3.82
"TR179729|c0_g1_i1",1.47,2.28
"TR97248|c0_g4_i1",0.49,0.28
"TR50582|c0_g1_i1",1.49,1.09
"TR219502|c0_g1_i1",0.24,0
"TR207957|c0_g1_i1",0.48,0.35
"TR83856|c0_g1_i1",0.78,0.85
"TR115942|c0_g1_i1",1.39,1.48
"TR68167|c8_g1_i1",1.19,1.25
"TR40787|c0_g1_i1",0.55,0
"TR220676|c0_g1_i1",2.26,2.71
"TR77562|c0_g1_i1",0.37,0.27
"TR3292|c0_g1_i1",3.98,2.42
"TR165949|c0_g1_i1",0.37,0
"TR72919|c0_g1_i1",0.47,0
"TR22331|c0_g1_i1",0.9,0.98
"TR168102|c0_g1_i1",0.19,0
"TR14205|c0_g1_i1",1.75,1.73
"TR64935|c0_g1_i1",0.39,0.85
"TR37097|c0_g4_i1",2.85,1.29
"TR145752|c0_g1_i1",0.54,0.4
"TR175851|c0_g1_i1",1.23,0.9
"TR78418|c0_g1_i1",1,0.85
"TR227664|c0_g1_i1",0.67,0
"TR20612|c0_g1_i1",0.2,0.42
"TR32362|c0_g1_i1",0.8,0
"TR143332|c0_g1_i1",0.52,0.88
"TR50573|c0_g1_i1",0.34,0.24
"TR28713|c3_g1_i1",0.78,0.94
"TR65286|c1_g1_i3",7.83,6.94
"TR5722|c0_g2_i2",0.88,1.04
"TR132246|c0_g1_i1",0.52,0.51
"TR68040|c0_g1_i1",0.65,0.7
"TR58865|c1_g1_i1",1.2,0
"TR73142|c0_g1_i3",0.13,0.25
"TR66136|c2_g1_i1",1.95,1.33
"TR28761|c0_g2_i9",2.03,1.57
"TR233068|c0_g1_i1",0.58,0.56
"TR56498|c0_g1_i3",5.24,3.93
"TR3382|c1_g1_i1",0.6,0.06
"TR118772|c2_g3_i1",0.33,0.72
"TR109129|c0_g1_i1",0.27,0.59
"TR39782|c0_g1_i1",0.12,0
"TR8708|c1_g2_i1",2.32,2.45
"TR136190|c0_g1_i1",0.5,0
"TR56625|c0_g1_i1",0.41,0.88
"TR104815|c0_g2_i1",6.29,6.88
"TR783|c0_g1_i1",1.3,1.51
"TR190904|c0_g1_i1",0.56,0
"TR122370|c0_g1_i1",24.91,29.91
"TR13536|c1_g2_i2",13.66,14.26
"TR79287|c2_g5_i2",72.47,73.85
"TR11102|c3_g1_i1",0.8,0.34
"TR7388|c0_g3_i8",0,1.52
"TR127551|c0_g2_i1",0.28,0.15
"TR25605|c3_g5_i3",23.24,33.57
"TR143315|c1_g1_i2",2.54,2.45
"TR209371|c0_g1_i1",0.92,0.29
"TR216389|c0_g1_i1",0.34,0
"TR75895|c0_g1_i1",0.47,0.5
"TR160209|c0_g1_i1",1.47,1.38
"TR97014|c0_g1_i1",0.16,0.21
"TR184251|c0_g1_i1",0.31,0.37
"TR150863|c0_g2_i1",0.39,0.85
"TR25309|c2_g1_i1",0.99,1.52
"TR117594|c0_g1_i1",0.81,0.83
"TR63430|c0_g2_i1",4.31,4.73
"TR136226|c0_g1_i1",0.51,0.4
"TR203070|c0_g1_i1",0.71,0.51
"TR178706|c0_g1_i1",1.31,0.72
"TR19782|c1_g8_i5",1.68,2.93
"TR178411|c0_g1_i1",0.8,0
"TR103610|c0_g2_i1",0.17,0.36
"TR17830|c0_g1_i1",0.83,1.81
"TR154289|c0_g1_i1",1.38,0.98
"TR86208|c0_g2_i2",0.94,0.94
"TR223830|c0_g1_i1",0.57,0.61
"TR68912|c2_g1_i1",0.21,0
"TR19773|c5_g11_i1",5.24,5.82
"TR75492|c0_g4_i1",2.04,0.88
"TR184931|c0_g1_i1",0.87,1.91
"TR223679|c0_g1_i1",0.53,0
"TR75287|c0_g1_i1",0.34,1.16
"TR20988|c7_g12_i1",3.3,3
"TR183712|c0_g1_i1",1.33,1.15
"TR54684|c0_g1_i1",1.14,0.62
"TR115138|c0_g1_i1",0.31,0.22
"TR47419|c0_g1_i1",0.76,0.57
"TR56512|c0_g1_i1",27.07,22.92
"TR149745|c0_g3_i1",0.41,0
"TR162646|c0_g1_i1",27.39,36.83
"TR95716|c0_g1_i1",0.19,0
"TR153034|c0_g1_i2",0.32,0.69
"TR21055|c3_g2_i1",4.09,8.1
"TR31480|c0_g1_i1",0.53,0
"TR178365|c0_g1_i1",0.75,0
"TR24865|c0_g1_i1",0.4,0
"TR221016|c0_g1_i1",0.64,1.22
"TR220896|c0_g1_i1",0.57,0.53
"TR8906|c0_g2_i1",0.52,0.62
"TR239187|c0_g1_i1",0.83,0
"TR16132|c0_g1_i1",0.59,0.97
"TR64695|c0_g1_i1",0.93,0.33
"TR42863|c0_g1_i6",2.98,3.03
"TR3307|c0_g5_i3",0.85,1.04
"TR2621|c0_g1_i1",1.39,1.51
"TR169076|c0_g1_i1",0.79,0.67
"TR124013|c0_g1_i1",0.2,0.79
"TR196074|c0_g1_i1",4.6,3.48
"TR155962|c0_g1_i2",0.86,0.95
"TR209163|c0_g1_i1",0.96,0.98
"TR132425|c0_g1_i1",0.73,0.51
"TR98087|c0_g1_i1",0.55,0.45
"TR230760|c0_g1_i1",0.31,0.33
"TR210538|c0_g1_i1",0,0.55
"TR26851|c0_g1_i1",1.19,0
"TR30436|c4_g5_i2",0,2.46
"TR97917|c0_g2_i1",0.18,0.13
"TR74668|c1_g1_i1",3.18,2.88
"TR127025|c1_g1_i1",0.15,0.24
"TR39498|c0_g1_i1",0.84,0.39
"TR59131|c0_g1_i1",0.92,0.87
"TR103894|c0_g1_i1",0.52,0
"TR68168|c0_g1_i3",0.56,0.26
"TR162932|c0_g2_i1",0.45,0
"TR8229|c0_g4_i3",1.04,0.8
"TR150678|c0_g1_i1",0.75,0
"TR114775|c0_g1_i2",0.87,0
"TR129297|c0_g1_i1",1.34,2.11
"TR20238|c0_g1_i1",0.59,0.31
"TR122867|c0_g3_i1",0.37,0.6
"TR51222|c0_g2_i1",0.52,0
"TR129078|c0_g1_i1",11.72,17.27
"TR21006|c0_g1_i3",0.46,1.53
"TR200462|c0_g1_i1",0.29,0
"TR144171|c0_g2_i1",0.29,0.31
"TR77402|c0_g4_i1",5.3,4.97
"TR175278|c0_g1_i1",0.74,0
"TR105725|c0_g1_i1",0.31,0
"TR90569|c0_g1_i1",1.21,0.32
"TR222780|c0_g1_i1",0.79,0.62
"TR37417|c0_g1_i1",1.01,0.73
"TR172245|c0_g1_i1",1.16,0.84
"TR130434|c0_g1_i1",0.39,0.85
"TR84556|c2_g4_i2",0.54,1.03
"TR8204|c4_g4_i1",2.56,0.69
"TR26855|c0_g1_i1",0.69,1.5
"TR163184|c0_g2_i1",0,0.11
"TR45185|c0_g2_i1",0.97,0.97
"TR66336|c1_g1_i1",4.04,0
"TR53441|c0_g1_i2",0.27,0
"TR41499|c0_g1_i1",0.93,1.01
"TR68860|c5_g3_i1",6.84,3.44
"TR192184|c0_g1_i1",0.47,0
"TR5775|c0_g2_i2",0.2,0.27
"TR199996|c0_g1_i1",0.8,0
"TR19680|c0_g1_i1",0.53,0
"TR222800|c0_g1_i1",0.38,0.54
"TR30418|c2_g3_i8",0.71,1.42
"TR136561|c0_g1_i1",0.21,0.46
"TR121884|c0_g2_i3",0.08,0.2
"TR96963|c0_g1_i1",0.79,1.72
"TR75476|c4_g3_i1",1.7,1.66
"TR11157|c0_g1_i2",2.98,3.61
"TR37697|c0_g1_i1",1.05,2.32
"TR179816|c0_g1_i1",0.43,0.31
"TR149838|c1_g1_i1",0.31,0.67
"TR3588|c0_g1_i1",0.98,1.07
"TR85140|c0_g1_i1",0.8,0.87
"TR7387|c2_g1_i1",1.25,2.01
"TR209727|c0_g1_i1",0.53,0.57
"TR201479|c0_g1_i1",0.28,0
"TR233862|c0_g1_i1",1.37,1.29
"TR108659|c0_g2_i1",0.36,0.65
"TR63254|c0_g1_i4",1.47,2.08
"TR117859|c0_g1_i2",0.97,1
"TR53306|c0_g1_i2",369.55,349.19
"TR108916|c0_g1_i1",1.19,0.6
"TR65874|c0_g1_i1",0.96,2.11
"TR51580|c0_g1_i1",0.91,1.13
"TR153811|c0_g1_i1",0.44,0.51
"TR69653|c0_g1_i1",0.72,0
"TR83807|c0_g1_i1",0.29,0.31
"TR11563|c5_g12_i1",1.6,0.88
"TR19909|c0_g1_i1",1.75,1.91
"TR145707|c0_g1_i1",2.94,1.71
"TR89728|c0_g2_i1",8.95,10.06
"TR50938|c2_g2_i1",1.11,1.58
"TR229077|c0_g1_i1",0.95,0
"TR72743|c0_g1_i1",0.26,0.55
"TR78879|c1_g8_i1",1.37,0
"TR215372|c0_g1_i1",0.8,0.58
"TR150380|c0_g1_i1",2.17,2.47
"TR8283|c4_g18_i1",0.51,0.23
"TR22020|c10_g22_i1",4.24,5.51
"TR151271|c0_g1_i1",0.71,0.59
"TR18225|c4_g4_i1",0.51,0.03
"TR125023|c0_g2_i1",0.88,0.64
"TR57782|c0_g1_i3",5.03,6.23
"TR32369|c0_g1_i1",0.8,0.54
"TR120704|c0_g1_i1",1.98,1.09
"TR80084|c6_g1_i3",0.26,0.31
"TR185545|c0_g1_i1",0.5,1.16
"TR18826|c0_g1_i1",0.41,0.22
"TR106506|c0_g1_i1",1.63,0.81
"TR25789|c0_g8_i1",0.29,0.15
"TR215656|c0_g1_i1",0.27,0.58
"TR170946|c0_g1_i1",0.26,0.56
"TR227267|c0_g1_i1",0.33,0
"TR166129|c0_g1_i1",0.7,0
"TR52474|c0_g1_i1",0.37,0.53
"TR42123|c3_g9_i1",2.85,3.12
"TR115865|c0_g1_i1",0.77,0
"TR98744|c0_g1_i1",1.12,0.93
"TR144984|c0_g1_i1",0.71,0.43
"TR85014|c0_g2_i1",0.98,2.14
"TR76073|c2_g1_i1",0.9,0.33
"TR171878|c0_g1_i1",0.34,0.18
"TR26988|c0_g2_i3",0.25,0.38
"TR204131|c0_g1_i1",0.43,0.28
"TR54505|c0_g1_i1",0.79,0.57
"TR15766|c0_g1_i2",0,0.12
"TR150606|c0_g1_i1",0.49,0
"TR73731|c4_g4_i1",0.35,0
"TR177514|c0_g1_i1",0.59,0.32
"TR107238|c0_g2_i1",0.07,0
"TR22787|c0_g1_i1",0.25,0
"TR2379|c0_g1_i2",2.09,3.82
"TR124009|c0_g2_i1",0.62,0.83
"TR1755|c0_g2_i1",1.61,1.03
"TR97387|c0_g1_i1",3.56,3.45
"TR56709|c13_g16_i1",0,1.82
"TR145424|c0_g2_i1",0.56,0.72
"TR184311|c0_g1_i1",0.83,0.91
"TR130001|c0_g1_i1",0.49,0.84
"TR20500|c0_g1_i1",1.06,1.02
"TR63755|c0_g1_i6",0.59,0.43
"TR191132|c0_g1_i1",0.69,0.82
"TR30464|c0_g1_i1",2.35,1.21
"TR175133|c0_g1_i1",0.8,0.34
"TR82008|c0_g3_i2",3.46,3.27
"TR172111|c0_g1_i1",0.37,0.52
"TR75542|c1_g6_i1",0.53,0
"TR132321|c0_g2_i1",0.37,0.38
"TR124260|c0_g1_i1",0.37,0
"TR30820|c0_g1_i1",0.27,0
"TR12994|c0_g1_i1",0.72,0
"TR14145|c0_g2_i1",6.64,5.83
"TR161425|c0_g2_i1",0.25,0
"TR116834|c1_g1_i2",3.3,4.18
"TR88683|c0_g1_i1",0.59,1.12
"TR7405|c3_g4_i3",0.75,2.13
"TR25820|c2_g10_i1",29.94,28.04
"TR60407|c1_g1_i2",0.18,0
"TR49350|c2_g2_i1",0.56,0
"TR164464|c0_g1_i1",1.01,0
"TR185792|c0_g1_i1",0.48,0.34
"TR74562|c2_g1_i3",6.07,4.94
"TR15774|c4_g2_i1",0,0.3
"TR195465|c0_g1_i1",0.53,1.16
"TR577|c0_g1_i1",0.89,0.96
"TR119871|c0_g1_i1",0.4,0
"TR103681|c0_g1_i1",1.04,1.14
"TR29490|c0_g1_i1",0.29,0.54
"TR217077|c0_g1_i1",0.57,0.51
"TR98687|c0_g2_i1",0.01,0.01
"TR19223|c0_g1_i1",0.64,0.82
"TR25334|c2_g1_i1",1.1,0
"TR74515|c0_g2_i1",10.68,11.78
"TR3361|c0_g8_i3",0.38,0.83
"TR102968|c0_g1_i1",0.85,0.61
"TR40586|c0_g1_i1",0.84,0
"TR98762|c0_g2_i4",10.58,7.49
"TR235955|c0_g1_i1",0.42,0
"TR29755|c0_g1_i3",32.92,36.39
"TR94969|c0_g1_i1",1.1,1.16
"TR98529|c0_g3_i1",0.89,1.51
"TR196545|c0_g1_i1",0.24,0
"TR21100|c0_g3_i8",0.67,0.07
"TR199282|c0_g1_i1",0.48,0.85
"TR10073|c0_g2_i2",1.18,2.49
"TR95899|c0_g2_i1",0.12,1.94
"TR69534|c0_g1_i1",0.5,0
"TR230506|c0_g1_i1",0.85,0.93
"TR216676|c0_g1_i1",0.95,0.69
"TR81542|c0_g1_i4",0,0.12
"TR49078|c0_g2_i1",1.51,2.88
"TR212272|c0_g1_i1",0.96,0.69
"TR63955|c0_g2_i1",0.14,0.24
"TR39944|c3_g1_i1",17.73,18.23
"TR11184|c0_g4_i10",0.18,0
"TR97364|c0_g1_i1",2.02,0.86
"TR181419|c0_g1_i1",0.4,0.43
"TR13540|c0_g2_i17",2.21,2.42
"TR15921|c0_g1_i1",0.96,2.11
"TR189607|c0_g1_i1",1.27,2.06
"TR58384|c0_g3_i2",0.04,0.1
"TR224866|c0_g1_i1",1.51,0.82
"TR150131|c0_g1_i1",0.29,0.13
"TR157381|c0_g1_i1",0.56,0.32
"TR81535|c0_g2_i1",0.12,0.27
"TR14179|c4_g3_i1",0.78,0.56
"TR29153|c0_g1_i1",0.37,0
"TR9566|c13_g1_i1",1.09,1.49
"TR23755|c0_g1_i1",0.71,0.37
"TR143101|c1_g1_i1",0.95,1.99
"TR45603|c0_g1_i2",1.01,0.59
"TR86760|c0_g1_i4",3.16,3.67
"TR48269|c0_g6_i4",2.42,5.37
"TR55482|c0_g1_i1",1.37,1
"TR153050|c0_g1_i1",0.69,0.87
"TR73149|c0_g1_i3",0.36,0.52
"TR63731|c0_g1_i2",0.32,0
"TR122371|c0_g1_i1",12.84,13.59
"TR11678|c0_g1_i1",0.89,0.97
"TR130498|c0_g1_i1",0.38,0
"TR21745|c0_g1_i1",0.37,0
"TR19933|c0_g1_i1",2.76,2.16
"TR41704|c0_g1_i1",0.51,0.55
"TR10949|c0_g1_i2",0.15,0
"TR11741|c0_g1_i1",0.5,0.42
"TR16912|c0_g1_i1",0.87,0.81
"TR75797|c0_g4_i1",0.59,0.64
"TR54081|c0_g1_i1",1.01,1.13
"TR118159|c0_g1_i1",3.05,2.38
"TR116467|c0_g1_i1",1.21,0.86
"TR181279|c0_g1_i1",0.46,0.68
"TR50925|c0_g1_i3",0.61,1.78
"TR19826|c0_g1_i9",0.21,0.6
"TR134652|c0_g3_i1",0.48,0.62
"TR117654|c0_g2_i1",0.31,0
"TR165001|c0_g1_i1",0.59,0.64
"TR53386|c0_g2_i4",0.24,0.23
"TR46230|c0_g1_i1",0.78,0
"TR18698|c0_g1_i1",5,5.02
"TR78554|c0_g1_i5",2.72,2.08
"TR208880|c0_g1_i1",1.43,0.52
"TR96875|c0_g1_i1",0.16,0
"TR183748|c0_g1_i1",0.63,0.68
"TR19562|c0_g1_i1",0.92,2.02
"TR119764|c0_g1_i1",0.65,0.76
"TR82476|c0_g1_i1",1.34,1.1
"TR49290|c0_g1_i1",1.03,1.5
"TR12400|c0_g1_i1",0.41,0
"TR113753|c0_g1_i1",1.72,2.52
"TR221155|c0_g1_i1",0.52,0.37
"TR88560|c0_g2_i1",0.16,0
"TR64791|c0_g2_i1",0.44,0.24
"TR13693|c0_g3_i3",0.27,0.52
"TR107038|c0_g1_i1",6.73,7.05
"TR187887|c0_g1_i1",0.85,0
"TR146853|c0_g1_i1",1.18,1.1
